id,name,type,typeLabel,kind,camp,campLabel,chapters,chapterStart,chapterEnd,chapterCount,degree,score,isTrunk,aliases,description
entity:character_董太后,董太后,character,人物,entity,han,漢室,2,2,2,1,9,40,true,董後,靈帝之母，欲立皇子協，後被遷河間並遭何進暗殺。
entity:character_車冑,車冑,character,人物,entity,mixed,混合,20;21,20,21,2,9,44,true,車冑|車蟄,車騎將軍，被曹操安排暫領徐州。；徐州刺史，受曹操密命謀害劉備，被關羽斬殺。
entity:character_逢紀,逢紀,character,人物,entity,mixed,混合,7;22;30;31;32,7,32,5,9,56,true,逢元圖,袁紹謀士，提出誘公孫瓚攻冀州再取州權的計策。；袁紹任命的統軍之一。；袁紹部下，攻訐田豐諫言。
entity:character_馬岱,馬岱,character,人物,entity,lords,群雄,57;58;59,57,59,3,9,48,true,岱,自引一千兵在後，得知馬騰遇害後棄兵扮客商逃走。；向馬超報告馬騰、黃奎遇害，後與龐德為馬超後應。；馬超部將，與龐德同領兵衝突並救援馬超。
entity:character_馬延,馬延,character,人物,entity,mixed,混合,32;33;41;50,32,50,4,9,52,true,,袁尚部將，建議取西山小路劫曹營，後降曹。；袁氏降將之一，奉命分路進攻幽州。；袁紹降將之一，與張顗從後追趙雲。
entity:character_高幹,高幹,character,人物,entity,mixed,混合,31;32;33,31,33,3,9,48,true,,袁紹外甥，率併州兵助戰，倉亭敗後中箭。；袁氏一方將領，與袁熙領軍支援黎陽。；守壺關抗曹，中了詐降計後逃亡，最後被王琰殺死。
entity:character_龔都,龔都,character,人物,entity,mixed,混合,26;27;28;31,26,31,4,9,52,true,都,汝南黃巾，出陣對關羽，暗示故主之恩並讓汝南。；與劉闢復奪汝南，遣孫乾往河北結好袁紹。；與劉闢同在汝南，邀劉備移軍駐紮。
entity:character_公孫康,公孫康,character,人物,entity,mixed,混合,33,33,33,1,8,38,true,遼東太守,遼東太守，殺袁熙、袁尚並獻首曹操，受封襄平侯、左將軍。
entity:location_冀州,冀州,location,地點,entity,mixed,混合,4;7;13;16;22;28;30;31;32;35;38,4,38,11,8,60,true,,袁紹離京後投奔之地。；韓馥原治之州，後被袁紹取得，是袁紹與公孫瓚爭端核心。；袁紹所在之地。
entity:character_劉封,劉封,character,人物,entity,mixed,混合,36;39;40;41;49;52;57;60,36,60,8,8,66,true,寇封,劉泌之甥，本姓寇，被劉備收為義子並改名劉封。；博望坡戰後與玄德、趙雲等會合。；與糜芳執行鵲尾坡疑兵，後截殺曹軍。
entity:faction_吳,吳,faction,勢力,entity,mixed,混合,55,55,55,1,8,20,true,吳中勢力|東吳,孫權統領的江東勢力，本章設計困劉備並追擊其歸荊州。
entity:character_呂範,呂範,character,人物,entity,mixed,混合,15;29;44;54,15,54,4,8,50,true,子衡,袁術謀士，願以百人助孫策，主張以玉璽相質。；建議令於吉祈雨以贖罪。；江東文官，參與議事；後與朱治任四方巡警使。
entity:character_呂虔,呂虔,character,人物,entity,wei,曹魏,10;11;12;14;18;26;32;48,10,48,8,8,66,true,子恪|虔,武城人，由劉曄薦於曹操，任軍中從事，並與滿寵共薦毛玠。；曹操部將，奉命與曹洪戰張遼、臧霸。；曹操部將，射倒薛蘭，後為合後軍。
entity:character_喬國老,喬國老,character,人物,entity,mixed,混合,54,54,54,1,8,38,true,國老,南徐名士，二喬之父，向吳國太揭露婚事並勸真招劉備。
entity:location_夏口,夏口,location,地點,entity,mixed,混合,38;39;42;43;45;48;49;50;56,38,56,9,8,52,true,,黃祖方據點，東吳後續攻打之地。；孫權攻打黃祖及甘寧後來鎮守之地。；孔明認為城險糧足可久守，後由關羽留兵鎮守。
entity:character_張允,張允,character,人物,entity,mixed,混合,40;41;45,40,45,3,8,46,true,張都督|漲允,蔡夫人同黨，參與把守外門與立劉琮。；與蔡瑁拒劉備，後受曹操重用為水軍副都督。；荊州降將，與蔡瑁同為曹操水軍都督，後被曹操斬殺。
entity:character_張讓,張讓,character,人物,entity,han,漢室,1;2;3,1,3,3,8,46,true,讓|阿父,十常侍之一，受靈帝尊信。；十常侍核心人物，參與朝政，後與段珪結構何苗、舞陽君。；十常侍之一，伏兵殺何進，後劫少帝與陳留王北走，事急投河。
entity:character_曹嵩,曹嵩,character,人物,entity,wei,曹魏,1;5;10,1,10,3,8,46,true,嵩|操父,曹操之父，曹騰養子。；曹操之父，建議曹操求助衛弘。；曹操之父，避難瑯琊，前往兗州途中全家遇害。
entity:faction_漢室,漢室,faction,勢力,entity,mixed,混合,5;8;9;17;20;21;24;25;31;35;36;37;54;57,5,57,14,8,72,true,大漢|天子|朝廷|漢|漢土|漢天下|漢家|漢朝|漢祀|社稷,曹操與諸侯聲稱扶助的正統。；王允欲重扶的朝廷秩序，也是董卓篡位威脅所指向的對象。；王允、呂布等以扶漢為名誅董；獻帝為其君主。
entity:character_潘璋,潘璋,character,人物,entity,wu,東吳,38;44;49;50;51;55,38,55,6,8,58,true,,東吳大將，生擒蘇飛。；江東將領，被周瑜編為第三隊。；東吳將領，受命率三千兵打白旗往漢陽接應董襲。
entity:character_牛輔,牛輔,character,人物,entity,lords,群雄,3;9,3,9,2,8,42,true,中郎將|董卓女婿,董卓派其守住陝西。；董卓女婿，率軍欲報仇，與李傕等合兵，後被胡赤兒殺死。
entity:character_皇甫嵩,皇甫嵩,character,人物,entity,lords,群雄,1;2;9,1,9,3,8,46,true,嵩,中郎將，與朱儁在潁川、長社討黃巾。；代董卓討黃巾，於曲陽斬張梁。；受王允命與呂布、李肅領兵抄籍郿塢，並釋放塢中良家子女。
entity:character_簡雍,簡雍,character,人物,entity,mixed,混合,18;22;24;28;31;41,18,41,6,8,58,true,憲和|雍,劉備同鄉幕賓，奉命赴許都向曹操求援。；玄德部下，受命守徐州。；與糜竺守徐州，後棄城而走。
entity:strategy_苦肉計,苦肉計,strategy,策略,entity,mixed,混合,46;47,46,47,2,8,24,true,,周瑜杖責黃蓋，使曹操相信黃蓋真要投降。；黃蓋受刑以取信曹操的詐降前置計策。
entity:character_華歆,華歆,character,人物,entity,mixed,混合,29;56,29,56,2,8,42,true,歆,豫章太守，受虞翻檄文後投降孫策。；東吳使者，齎表赴許都，後被曹操留朝重用為大理少卿。
entity:character_蒯良,蒯良,character,人物,entity,mixed,混合,6;7;8;23;34,6,34,5,8,54,true,子柔,劉表輔佐者之一。；劉表謀士，部署黃祖、主張守城求袁紹，並設峴山伏擊計。；劉表部下謀士，主張趁孫堅已死進取江東。
entity:character_蒯越,蒯越,character,人物,entity,mixed,混合,6;7;34;40;41,6,41,5,8,54,true,異度|蒯異度|越,劉表部下，奉命引兵截孫堅。；劉表方面將領，孫堅死後與黃祖、蔡瑁分頭殺出。；荊州謀士，識的盧妨主，後參與蔡瑁襄陽設計。
entity:character_蔣幹,蔣幹,character,人物,entity,mixed,混合,45;47,45,47,2,8,42,true,子翼|蔣乾,曹操帳下幕賓，自稱能說降周瑜，於群英會中中計帶回偽書。；曹操謀士，再赴江南水寨探聽實信，後將龐統引至曹營。
entity:strategy_詐降計,詐降計,strategy,策略,entity,mixed,混合,33;46;47,33,47,3,8,28,true,姦細內應|詐降,荀攸提出利用呂曠、呂翔假稱反曹歸袁，誘高幹出關。；曹操派蔡中、蔡和假投東吳，黃蓋亦準備以詐降配合火攻。；黃蓋、闞澤以投降為名誘曹操信任的計策。
entity:character_諸葛瑾,諸葛瑾,character,人物,entity,mixed,混合,29;37;43;44;45;53,29,53,6,8,58,true,子瑜|瑾,魯肅所薦，勸孫權絕袁紹、順曹操，後被孫權拜為上賓。；諸葛均所稱長兄，正在江東孫仲謀處為幕賓。；諸葛亮之兄，在江東與諸葛亮相遇。
entity:strategy_連環計,連環計,strategy,策略,entity,mixed,混合,8;47,8,47,2,8,24,true,離間父子,王允利用貂蟬離間董卓與呂布，使呂布殺董卓的計策。；龐統使曹操將船連鎖成排，以便日後火攻成功的計策。
entity:character_韓嵩,韓嵩,character,人物,entity,mixed,混合,23;42,23,42,2,8,42,true,嵩,劉表從事中郎將，主張荊州附曹，赴許都受曹操官職。；被曹操釋放，並加為大鴻臚。
entity:character_龐德,龐德,character,人物,entity,mixed,混合,58;59,58,59,2,8,42,true,令明|德|龐令明,馬超帳前心腹校尉，後隨韓遂攻渭南並救出韓遂。；馬超部將，先與馬岱衝突曹營，後救出馬超。
entity:character_二夫人,二夫人,character,人物,entity,shu,劉蜀,26;27;28,26,28,3,7,44,false,二位夫人|二嫂|劉皇叔夫人|尊嫂,劉備兩位夫人，由關羽保護，最後同車離開許昌。；劉備夫人，由關公護送；途中曾被杜遠劫上山。；劉備家眷，由關公護送；入古城後向張飛說明關公經歷。
entity:battle_五關斬六將,五關斬六將,battle,戰役,entity,neutral,未分類,27,27,27,1,7,18,true,過五關斬六將,關公護送二夫人途中，歷五處關隘，斬孔秀、孟坦、韓福、卞喜、王植、秦琪。
entity:character_何後,何後,character,人物,entity,neutral,未分類,2,2,2,1,7,36,false,何太后|皇后,何進之妹，皇子辯之母，嫉殺王美人，後阻止何進誅宦官。
entity:character_單福,單福,character,人物,entity,shu,劉蜀,35,35,35,1,7,36,false,單富|福,自潁上來投劉備的人；以的盧馬試劉備仁德，後被拜為軍師。
entity:character_嚴白虎,嚴白虎,character,人物,entity,wu,東吳,15,15,15,1,7,36,false,東吳德王|白虎,據吳郡，自稱東吳德王，與孫策爭江東而敗。
entity:character_宋憲,宋憲,character,人物,entity,mixed,混合,11;16;17;18;19;25,11,25,6,7,56,false,,呂布麾下將領，在濮陽戰中攔截曹操。；呂布部將，奉命送女，又與魏續買馬，突圍時被張飛殺退。；呂布將領，與魏續出碣石敵陳蘭。
entity:character_張南,張南,character,人物,entity,mixed,混合,33;41;48,33,48,3,7,44,false,,袁熙部將，與焦觸一同倒戈投降曹操。；袁紹降將之一，在前截趙雲去路。；曹軍將領，與焦觸率哨船進攻，被周泰斬落水中。
entity:character_水鏡先生,水鏡先生,character,人物,entity,shu,劉蜀,35,35,35,1,7,36,false,水鏡,隱居草堂的高士；接待劉備，談伏龍鳳雛並拒絕出山相助。
entity:character_法正,法正,character,人物,entity,lords,群雄,60,60,60,1,7,36,false,孝直|法孝直,張松心腹契友，支持獻益州，受劉璋命出使荊州。
entity:location_洛陽,洛陽,location,地點,entity,mixed,混合,1;3;4;5;6;14;27,1,27,7,7,42,false,京城|東都|東都洛陽|舊宮殿所在,漢都附近，曾發生地震等災異。；董卓進發、車駕還宮與政變發生的都城。；少帝詩中提及舊宮殿所在；陳宮亦曾在洛陽求官。
entity:character_淳於瓊,淳於瓊,character,人物,entity,mixed,混合,3;30,3,30,2,7,40,false,,左軍校尉，與百官迎接車駕。；袁紹大將，奉命守烏巢，因醉而敗，被曹操擒辱。
entity:strategy_獻荊襄九郡之計,獻荊襄九郡之計,strategy,策略,entity,wei,曹魏,40,40,40,1,7,18,true,,傅巽等勸劉琮將荊襄九郡獻給曹操以保名爵。
entity:character_王忠,王忠,character,人物,entity,wei,曹魏,22;23,22,23,2,7,40,false,,曹操所遣後軍將領，與劉岱攻徐州，打曹丞相旗號疑兵，被雲長生擒。；與劉岱同被曹操欲斬，後免死黜爵祿。
entity:character_王植,王植,character,人物,entity,neutral,未分類,27,27,27,1,7,36,false,,滎陽太守，韓福親家，命胡班火燒館驛害關公，被關公斬殺。
entity:faction_董承誅曹同盟,董承誅曹同盟,faction,勢力,entity,wei,曹魏,20,20,20,1,7,18,true,義狀諸公,董承依血詔結成的反曹密謀集團。
entity:character_蔡邕,蔡邕,character,人物,entity,lords,群雄,1;3;4;9;29,1,29,5,7,52,false,伯喈|侍中|議郎蔡邕|邕,上疏指出災異源於婦寺干政，後遭陷罪。；侍中，與彭伯諫董卓勿害盧植。；名流才士，經李儒推薦被董卓徵用，後拜侍中。
entity:character_蔡陽,蔡陽,character,人物,entity,mixed,混合,26;27;28,26,28,3,7,44,false,,曹操將軍，請率鐵騎三千追擒關羽。；不服關公，欲追趕，被曹操叱退。；秦琪舅親，追究外甥被殺，至古城與關公交戰被斬。
entity:army_西涼兵,西涼兵,army,軍隊,entity,mixed,混合,9;20;59,9,59,3,7,26,true,四路賊軍|西涼之兵|賊兵|馬超軍,李傕等聚集並用以進犯長安的軍隊。；馬騰可統領以作誅曹外應的軍隊。；馬超、韓遂一方軍隊，前期火攻大勝，後因反間自相並殺而敗。
entity:strategy_軟困劉備之計,軟困劉備之計,strategy,策略,entity,mixed,混合,55,55,55,1,7,18,true,軟困之於吳中,周瑜建議以華堂、美色、玩好困住劉備，使其疏遠關張與諸葛，再發兵奪荊州。
entity:character_闞澤,闞澤,character,人物,entity,mixed,混合,46;47,46,47,2,7,40,false,參謀|德潤|閏澤|閔澤|隚澤,參謀，探問黃蓋傷勢並看出其受責乃苦肉計。；東吳參謀，與黃蓋交善，受託扮作漁翁赴曹營獻詐降書，並以辯才使曹操暫信黃蓋降意。
entity:character_陳震,陳震,character,人物,entity,mixed,混合,26;28;29,26,29,3,7,44,false,南陽陳震|震,袁紹部下，奉劉備之書到許昌見關羽，並帶回關羽回書。；袁紹派為使者，前往孫策處。；袁紹使者，到東吳議結盟，後攜孫權絕袁紹之書回報。
entity:character_韓福,韓福,character,人物,entity,neutral,未分類,27,27,27,1,7,36,false,,洛陽太守，設計用暗箭射關公，後被關公斬殺。
entity:character_顧雍,顧雍,character,人物,entity,wu,東吳,29;38;43;44,29,44,4,7,48,false,符嘆,張纮所薦，蔡邕之徒，被孫權任用行太守事。；孫權命其延接四方賓客。；東吳文臣，附和張昭反對孫權興兵。
entity:character_魏續,魏續,character,人物,entity,mixed,混合,11;16;17;18;19;25,11,25,6,7,56,false,續,呂布麾下將領，參與追擊曹操。；呂布部將，與宋憲送女、買馬，突圍時被張飛殺退。；呂布將領，與宋憲出碣石敵陳蘭。
entity:character_黃奎,黃奎,character,人物,entity,wei,曹魏,57;58,57,58,2,7,40,false,黃侍郎,門下侍郎，被曹操任為行軍參謀，暗與馬騰謀刺曹操，後遇害。；侍郎，與馬騰同謀殺曹操，事泄被斬。
entity:faction_黃巾,黃巾,faction,勢力,entity,mixed,混合,12;26;28,12,28,3,7,26,true,汝南賊寇|賊眾|黃巾賊|黃巾餘黨,何儀、黃劭等所領賊眾，在羊山、葛陂被曹操擊破。；劉闢、龔都所屬，在汝南活動並歸順袁紹攻曹。；張角、張寶舊部所屬；裴元紹、周倉皆曾出其部。
entity:strategy_保守荊襄之策,保守荊襄之策,strategy,策略,entity,neutral,未分類,52,52,52,1,6,16,true,南征四郡之策,馬良建議安置劉琦、表奏刺史，再南征四郡以立根本。
entity:battle_劉備截擊袁術,劉備截擊袁術,battle,戰役,entity,mixed,混合,21,21,21,1,6,16,true,徐州討袁術,劉備奉詔分三路攻袁術，術軍大敗。
entity:character_劉焉,劉焉,character,人物,entity,mixed,混合,1;59,1,59,2,6,38,false,幽州太守劉焉,幽州太守，招募義兵，命劉備等討賊救青州。；劉璋之父，曾任益州牧。
entity:character_劉賢,劉賢,character,人物,entity,shu,劉蜀,52,52,52,1,6,34,false,,劉度之子，與邢道榮出戰，後被張飛活捉並勸父投降。
entity:character_卞喜,卞喜,character,人物,entity,wei,曹魏,27,27,27,1,6,34,false,,汜水關守將，黃巾餘黨後投曹操，於鎮國寺設伏害關公，被斬。
entity:character_吉平,吉平,character,人物,entity,wei,曹魏,23,23,23,1,6,34,false,吉太醫|太醫吉平,奉詔醫治董承，向董承誓殺曹操，毒藥事敗後受刑而死。
entity:character_孟達,孟達,character,人物,entity,shu,劉蜀,60,60,60,1,6,34,false,子慶|孟子慶,張松、法正同謀者，受命領五千兵迎劉備入川。
entity:character_廖化,廖化,character,人物,entity,shu,劉蜀,27;60,27,60,2,6,38,false,字符儉,襄陽人，黃巾餘黨出身，保全二夫人並欲送關公。；臨劉備入川時引一軍來降，後被命輔佐關羽。
entity:character_張勳,張勳,character,人物,entity,mixed,混合,15;17,15,17,2,6,38,false,,袁術都督，參與商議對付孫策。；袁術所拜大將軍，統二十餘萬軍，七路攻徐州居中。
entity:character_張顗,張顗,character,人物,entity,mixed,混合,33;41;50,33,50,3,6,42,false,張鋇,袁氏降將之一，奉命分路進攻幽州。；袁紹降將之一，與馬延追趙雲。；袁紹舊降將，與馬延同率北地軍馬，後被甘寧斬殺。
entity:location_彝陵,彝陵,location,地點,entity,mixed,混合,50;51,50,51,2,6,20,false,夷陵|彝陵城,曹操轉逃方向，後由曹洪據守。；曹洪據守之地，甘寧攻取後又被曹純、牛金圍困。
entity:strategy_掎角之勢,掎角之勢,strategy,策略,entity,mixed,混合,22;42;51,22,51,3,6,24,true,,孫乾建議分屯小沛、下邳、徐州，互為支援以防曹操。；孔明建議夏口屯住、江夏整軍，兩處互為支援抗曹。；曹仁令曹洪守彝陵，與南郡互相牽制支援。
entity:character_曹丕,曹丕,character,人物,entity,mixed,混合,32;33;34,32,34,3,6,42,false,世子|子桓|曹丞相之子,曹操長子，冀州破後先領隨身軍入袁紹家。；曹操之子，在袁府保全劉氏、甄氏，後納甄氏。；與曹植同留鄒郡督造銅雀台。
entity:faction_朝廷,朝廷,faction,勢力,entity,mixed,混合,3;10;12;15;26;29,3,29,6,6,36,true,漢室|漢家朝廷|王室|社稷,本章政爭與廢立所圍繞的漢朝中樞。；漢室朝廷，受李傕、郭汜把持，仍能封授官爵與下詔。；劉備將陶謙遺表申奏的政治中心。
entity:character_李樂,李樂,character,人物,entity,wei,曹魏,13;14,13,14,2,6,38,false,樂,白波軍首領之一，先奉詔救駕，後專權並暗結李傕、郭汜追駕。；引軍詐近車駕，被徐晃斬殺。
entity:location_江南,江南,location,地點,entity,mixed,混合,15;29;33;38;43;44;48;54;57;58,15,58,10,6,52,false,南岸|東南|江左,孫策最終平定的區域。；曹操聽聞孫策死後欲攻取之地。；北方既定後程昱等建議曹操下一步圖取之地。
entity:character_滿寵,滿寵,character,人物,entity,mixed,混合,10;14;21;31;32,10,32,5,6,50,false,伯寧|寵|滿伯寧,山陽昌邑人，由劉曄薦於曹操，任軍中從事，並與呂虔共薦毛玠。；曹操行軍從事，夜入徐晃營中說降徐晃，後任許都令。；探聽袁紹消息後向曹操報告公孫瓚敗亡與袁術動向。
entity:faction_漢朝廷,漢朝廷,faction,勢力,entity,mixed,混合,2;14;16,2,16,3,6,24,true,帝廷|朝廷|王室|社稷,本章發布任命、詔令、封賞與赦免的政權。；以獻帝為名義中心的漢室政權，本章遷至許都。；以詔書名義封呂布平東將軍。
entity:battle_火燒新野,火燒新野,battle,戰役,entity,mixed,混合,40,40,40,1,6,16,true,新野火攻,諸葛亮設伏火燒空城新野，曹仁曹洪前隊大敗。
entity:character_王威,王威,character,人物,entity,mixed,混合,34;41,34,41,2,6,38,false,,與文聘同受安排，欲將趙雲請離劉備身邊。；勸劉琮伏擊曹操，後護隨劉琮母子被殺。
entity:character_皇甫酈,皇甫酈,character,人物,entity,neutral,未分類,13,13,13,1,6,34,false,酈,奉詔往李傕、郭汜兩邊勸和，當面斥責李傕劫至尊。
entity:character_禰衡,禰衡,character,人物,entity,wei,曹魏,23,23,23,1,6,34,false,你衡|正平|禰正平,孔融所薦名士，辱罵曹操及其文武，被曹操遣往荊州，後為黃祖所殺。
entity:character_秦琪,秦琪,character,人物,entity,wei,曹魏,27;28,27,28,2,6,38,false,,黃河渡口守將，奉夏侯將軍將令把守，阻關公渡河，被斬。；蔡陽外甥，先前為關公所殺，是蔡陽尋仇原因。
entity:character_糜芳,糜芳,character,人物,entity,shu,劉蜀,18;22;28;31;39;40;41;49,18,49,8,6,62,false,,糜竺之弟，奉劉備命守護中軍。；玄德部下，受命守徐州。；與糜竺同到古城，參與主臣重聚。
entity:character_董襲,董襲,character,人物,entity,wu,東吳,15;38;44;49;50;53,15,53,6,6,54,false,符代,會稽餘姚人，獻嚴白虎首級，任別部司馬。；東吳將領，甘寧在破艨艟前與其商議進兵。；江東將領，被周瑜編為第五隊。
entity:faction_袁紹勢力,袁紹勢力,faction,勢力,entity,mixed,混合,7;21;24;25;26;27;28;29;30;31,7,31,10,6,52,true,冀北|河北|河北袁氏|河北袁紹|河北軍|紹軍|袁方|袁軍,袁紹所統軍政勢力，取得冀州並與公孫瓚交戰。；袁紹所率軍勢，攻滅公孫瓚後聲勢甚盛。；袁紹、袁譚、田豐所屬勢力。
entity:army_袁術軍,袁術軍,army,軍隊,entity,mixed,混合,15;16;21,15,21,3,6,24,true,紀靈軍|術軍,袁術統率的壽春兵馬。；袁術派出攻小沛、後取徐州的軍隊。；與劉備軍作戰後大敗逃亡的袁術部隊。
entity:army_西涼軍,西涼軍,army,軍隊,entity,lords,群雄,10;24,10,24,2,6,20,true,二軍|西涼兵,馬騰、韓遂所率十餘萬軍馬，攻向長安討賊。；馬騰屯於西涼的軍隊。
entity:character_趙範,趙範,character,人物,entity,shu,劉蜀,52,52,52,1,6,34,false,,桂陽太守，先降趙雲並結為兄弟，後被趙雲計擒。
entity:character_邢道榮,邢道榮,character,人物,entity,shu,劉蜀,52,52,52,1,6,34,false,,零陵上將，先戰張飛、趙雲不敵，後詐降失敗，被趙雲刺死。
entity:strategy_關公三事,關公三事,strategy,策略,entity,shu,劉蜀,25,25,25,1,6,16,true,三事相約|約三事,關公暫降前所定條件：奉漢、養贍二夫人、得知劉備去向即辭去。
entity:character_陸遜,陸遜,character,人物,entity,wu,東吳,44;49;50;53,44,53,4,6,46,false,,江東將領，被周瑜編為第五隊。；孫權所差先鋒，直抵蘄、黃地面進兵。；奉孫權命舉火為號，並與太史慈合兵衝殺。
entity:character_雷薄,雷薄,character,人物,entity,lords,群雄,15;16;17;21,15,21,4,6,46,false,,袁術上將，參與末尾議事。；袁術軍副將，隨紀靈進攻小沛。；袁術副將，七路攻徐州一路取瑯琊。
entity:strategy_三城死守,三城死守,strategy,策略,entity,wei,曹魏,11,11,11,1,5,14,true,,荀彧、程昱設計守住鄄城、東阿、範縣。
entity:army_三枝軍馬,三枝軍馬,army,軍隊,entity,mixed,混合,56,56,56,1,5,14,true,關公、黃忠、魏延三枝軍馬,孔明預伏用以擊敗周瑜的三路兵。
entity:character_傅嬰,傅嬰,character,人物,entity,wu,東吳,38,38,38,1,5,32,false,,孫翊心腹舊將，協助徐氏復仇，後被封牙門將。
entity:character_凌操,凌操,character,人物,entity,wu,東吳,15;38;39,15,39,3,5,40,false,,餘杭土人，率鄉人敗嚴白虎，後歸孫策。；孫權部將，伐黃祖時被甘寧射死。；凌統之父，舊日被甘寧射死。
entity:battle_劉備救北海,劉備救北海,battle,戰役,entity,shu,劉蜀,11,11,11,1,5,14,true,北海解圍,劉備、關羽、張飛、太史慈與孔融夾攻管亥賊眾，北海解圍。
entity:army_劉備軍,劉備軍,army,軍隊,entity,mixed,混合,11;24;31;36;57,11,57,5,5,30,true,玄德軍|荊州軍,劉備、關羽、張飛所率軍隊。；劉備分兵劫寨的軍隊，戰敗後從騎被擄。；劉備率領的軍隊，穰山得勝後又被曹軍分割追擊。
entity:character_劉繇,劉繇,character,人物,entity,wu,東吳,15,15,15,1,5,32,false,正禮,揚州刺史，屯曲阿，與孫策爭江東而敗。
entity:character_劉馥,劉馥,character,人物,entity,wei,曹魏,48,48,48,1,5,32,false,劉馦|字符穎,揚州刺史，指出曹操詩句不吉，被曹操醉中刺死。
entity:character_司馬徽,司馬徽,character,人物,entity,shu,劉蜀,37,37,37,1,5,32,false,徽,來訪劉備，再評薦諸葛亮，稱其才不可量。
entity:army_周瑜大隊船隻,周瑜大隊船隻,army,軍隊,entity,wu,東吳,50,50,50,1,5,14,true,,周瑜、程普、徐盛、丁奉率領的中路船隊。
entity:character_嚴輿,嚴輿,character,人物,entity,wu,東吳,15,15,15,1,5,32,false,,嚴白虎之弟，出兵楓橋，後議平分江東被孫策斬。
entity:army_四路軍馬,四路軍馬,army,軍隊,entity,shu,劉蜀,56,56,56,1,5,14,true,,趙雲揭計後傳報從江陵、姐歸、公安、孱陵四處殺來的兵馬。
entity:location_壽春,壽春,location,地點,entity,mixed,混合,15;16;17;19;21,15,21,5,5,30,false,,袁術據守並宴將之地。；陳宮建議先送呂布之女到此，再擇吉成親。；袁術城池，被曹操等四面攻破。
entity:army_夏侯惇十萬軍,夏侯惇十萬軍,army,軍隊,entity,wei,曹魏,39,39,39,1,5,14,true,曹軍十萬,曹操命夏侯惇總督，於禁等為副將，攻向新野的軍隊。
entity:character_媯覽,媯覽,character,人物,entity,wu,東吳,38,38,38,1,5,32,false,嫵覽,丹陽督將，與戴員、邊洪謀殺孫翊，後被徐氏設計殺死。
entity:character_孔秀,孔秀,character,人物,entity,neutral,未分類,27,27,27,1,5,32,false,,東嶺關把關將，阻攔關公，被關公斬殺。
entity:character_孫靜,孫靜,character,人物,entity,wu,東吳,7;15;29;39,7,39,4,5,44,false,幼台,孫堅之弟，臨行前諫孫堅勿因小恨起重兵。；孫策叔父，獻先據查瀆之策，後守東路。；張昭命其料理孫策喪事。
entity:character_孫高,孫高,character,人物,entity,wu,東吳,38,38,38,1,5,32,false,,孫翊心腹舊將，協助徐氏復仇，後被封牙門將。
entity:location_定陶,定陶,location,地點,entity,mixed,混合,12;13,12,13,2,5,18,false,,呂布自濮陽敗奔後據守之城，後棄守。；曹操大破呂布之地。
entity:strategy_密召白波軍,密召白波軍,strategy,策略,entity,neutral,未分類,13,13,13,1,5,14,true,,董承、楊奉密傳聖旨召韓暹、李樂、胡才三軍救應。
entity:character_張燕,張燕,character,人物,entity,mixed,混合,21;33;34,21,34,3,5,40,false,,公孫瓚曾遺書與其約定舉火裡應外合。；黑山賊首領，引軍十萬降曹，被封平北將軍。；奉曹操安排守北寨。
entity:character_張邈,張邈,character,人物,entity,neutral,未分類,5;7;10;11;12,5,12,5,5,48,false,,陳留太守，諸侯之一。；陳留太守，韓馥失權後前往投奔。；典韋舊主，典韋因與帳下人不和離去。
entity:character_徐氏,徐氏,character,人物,entity,wu,東吳,38,38,38,1,5,32,false,翊妻,孫翊之妻，設計誘殺媯覽、戴員為夫報仇。
entity:character_於吉,於吉,character,人物,entity,wu,東吳,29,29,29,1,5,32,false,於先生|於神仙|於道人,道人，行符水救病，求雨成功後仍被孫策斬殺，其幻影反覆驚擾孫策。
entity:army_曹操十五萬軍,曹操十五萬軍,army,軍隊,entity,wei,曹魏,16,16,16,1,5,14,true,曹操軍,曹操親討張繡所率大軍。
entity:army_曹操馬步軍,曹操馬步軍,army,軍隊,entity,wei,曹魏,48,48,48,1,5,14,true,馬步軍,曹操麾下陸上馬步部隊，同樣分前後左右軍。
entity:character_曹豹,曹豹,character,人物,entity,mixed,混合,10;14,10,14,2,5,36,false,,陶謙部下，主張助陶謙迎戰曹操。；徐州官員，遭張飛鞭打後通書呂布，後被張飛刺死。
entity:character_朱靈,朱靈,character,人物,entity,mixed,混合,21;59,21,59,2,5,36,false,,曹操派與劉備同行討袁術，後回許都報告劉備留兵。；曹操部將，與徐晃渡河西結營形成夾攻。
entity:character_李蒙,李蒙,character,人物,entity,lords,群雄,9;10,9,10,2,5,36,false,,董卓餘黨，在長安城中為李傕等作內應。；李傕、郭汜部將，主張迎戰馬騰、韓遂，後被馬超生擒並斬首。
entity:character_楊秋,楊秋,character,人物,entity,mixed,混合,58;59,58,59,2,5,36,false,,韓遂手下八部將之一。；韓遂一方將領，先為求和使者，後勸韓遂暗投曹操並傳密書。
entity:character_橋蕤,橋蕤,character,人物,entity,mixed,混合,15;17,15,17,2,5,36,false,,袁術部將，參與末尾議事。；袁術上將，七路攻徐州取小沛，後率五萬為先鋒，被夏侯惇殺。
entity:character_段煨,段煨,character,人物,entity,neutral,未分類,13;17,13,17,2,5,36,false,,將軍，在華陰向天子獻衣服飲膳。；殺李傕並解其合族入許都，後受封蕩寇將軍。
