id,source,target,relationType,category,categoryLabel,chapters,chapterStart,chapterEnd,weight,confidence,description,kind
rel:000818,entity:character_李傕,entity:character_董承,追擊交戰,military,軍事衝突,13,13,13,1,0.98,李傕與郭汜追擊董承、楊奉，在東澗大戰。,entity_relation
rel:000819,entity:character_郭汜,entity:character_楊奉,追擊交戰,military,軍事衝突,13,13,13,1,0.98,郭汜與李傕追擊楊奉，在東澗大戰。,entity_relation
rel:000820,entity:character_郭汜,entity:location_弘農,劫掠,other,其他關係,13,13,13,1,1.0,郭汜引軍入弘農劫掠。,entity_relation
rel:000821,entity:character_董承,entity:strategy_密召白波軍,策劃,strategy,謀略建議,13,13,13,1,0.98,董承與楊奉密傳聖旨召白波軍救應。,entity_relation
rel:000822,entity:character_楊奉,entity:strategy_密召白波軍,策劃,strategy,謀略建議,13,13,13,1,0.98,楊奉與董承共同密召韓暹等軍。,entity_relation
rel:000823,entity:strategy_密召白波軍,entity:character_韓暹,召集,other,其他關係,13,13,13,1,1.0,密旨召韓暹前來救應。,entity_relation
rel:000824,entity:strategy_密召白波軍,entity:character_李樂,召集,other,其他關係,13,13,13,1,1.0,密旨召李樂前來救應。,entity_relation
rel:000825,entity:strategy_密召白波軍,entity:character_胡才,召集,other,其他關係,13,13,13,1,1.0,密旨召胡才前來救應。,entity_relation
rel:000826,entity:character_郭汜,entity:strategy_棄物誘敵,施計,other,其他關係,13,13,13,1,1.0,郭汜命軍士將衣物拋棄於道。,entity_relation
rel:000827,entity:character_獻帝,entity:faction_公卿百官,不忍拋棄,other,其他關係,13,13,13,1,0.98,危急時獻帝拒絕捨百官先走。,entity_relation
rel:000828,entity:character_楊奉,entity:character_獻帝,協助渡河,other,其他關係,13,13,13,1,0.98,楊奉建議用馬韁拴帝腰放下船去。,entity_relation
rel:000829,entity:character_獻帝,entity:character_李樂,封賞,office,官職任命,13,13,13,1,1.0,獻帝封李樂為徵北將軍。,entity_relation
rel:000830,entity:character_獻帝,entity:character_韓暹,封賞,office,官職任命,13,13,13,1,1.0,獻帝封韓暹為徵東將軍。,entity_relation
rel:000831,entity:character_韓融,entity:character_獻帝,請命,other,其他關係,13,13,13,1,0.98,韓融願捨命去說李傕、郭汜罷兵。,entity_relation
rel:000832,entity:character_韓融,entity:character_李傕,說服,other,其他關係,13,13,13,1,0.95,韓融曲說李傕，使其放百官及宮人。,entity_relation
rel:000833,entity:character_韓融,entity:character_郭汜,說服,other,其他關係,13,13,13,1,0.95,韓融曲說郭汜，使其放百官及宮人。,entity_relation
rel:000834,entity:character_李樂,entity:character_獻帝,專權侮慢,other,其他關係,13,13,13,1,0.95,李樂等專權，送濁酒粗食給獻帝。,entity_relation
rel:000835,entity:character_張楊,entity:character_獻帝,進獻,other,其他關係,13,13,13,1,1.0,張楊向獻帝獻米肉，使帝稍得寧。,entity_relation
rel:000836,entity:character_董承,entity:location_東都洛陽,主張奉駕,strategy,謀略建議,13,13,13,1,0.98,董承與楊奉商議奉車駕還洛陽。,entity_relation
rel:000837,entity:character_楊奉,entity:location_東都洛陽,主張奉駕,strategy,謀略建議,13,13,13,1,0.98,楊奉與董承商議奉駕還洛陽。,entity_relation
rel:000838,entity:character_李樂,entity:character_董承,反對,other,其他關係,13,13,13,1,0.98,李樂不從董承奉駕還洛陽之議。,entity_relation
rel:000839,entity:character_李樂,entity:strategy_李樂結連傕汜,策劃,strategy,謀略建議,13,13,13,1,1.0,李樂暗令人結連李傕、郭汜劫駕。,entity_relation
rel:000840,entity:strategy_李樂結連傕汜,entity:character_李傕,聯絡,other,其他關係,13,13,13,1,1.0,李樂計畫聯絡李傕。,entity_relation
rel:000841,entity:strategy_李樂結連傕汜,entity:character_郭汜,聯絡,other,其他關係,13,13,13,1,1.0,李樂計畫聯絡郭汜。,entity_relation
rel:000842,entity:character_董承,entity:location_箕關,護送前奔,place,地點事件,13,13,13,1,0.98,董承知李樂謀，護送車駕前奔箕關。,entity_relation
rel:000843,entity:character_楊奉,entity:location_箕關,護送前奔,place,地點事件,13,13,13,1,0.98,楊奉知李樂謀，護送車駕前奔箕關。,entity_relation
rel:000844,entity:character_韓暹,entity:location_箕關,護送前奔,place,地點事件,13,13,13,1,0.95,韓暹與董承、楊奉共同護送車駕前奔箕關。,entity_relation
rel:000845,entity:character_徐晃,entity:character_李樂,斬殺,military,軍事衝突,14,14,14,1,1.0,徐晃出迎李樂，一合將其斬落馬下。,entity_relation
rel:000846,entity:character_張楊,entity:character_獻帝,迎駕供給,other,其他關係,14,14,14,1,1.0,張楊在軒道以粟帛迎接獻帝。,entity_relation
rel:000847,entity:character_獻帝,entity:location_洛陽,還都,other,其他關係,14,14,14,1,1.0,獻帝回到洛陽，但宮室荒廢。,entity_relation
rel:000848,entity:character_曹操,entity:character_獻帝,奉迎保駕,other,其他關係,14,14,14,1,1.0,曹操奉詔興師，派軍保護獻帝。,entity_relation
rel:000849,entity:character_曹操,entity:army_夏侯惇先鋒軍,派遣,command,陣營統率,14,14,14,1,1.0,曹操先派夏侯惇率五萬精兵保駕。,entity_relation
rel:000850,entity:character_夏侯惇,entity:army_夏侯惇先鋒軍,統領,command,陣營統率,14,14,14,1,1.0,夏侯惇統領先鋒精兵五萬。,entity_relation
rel:000851,entity:character_曹洪,entity:character_夏侯惇,協助,other,其他關係,14,14,14,1,1.0,曹洪、李典、樂進奉曹操命協助夏侯惇。,entity_relation
rel:000852,entity:character_李傕,entity:location_洛陽,進犯,other,其他關係,14,14,14,1,1.0,李傕領兵犯洛陽。,entity_relation
rel:000853,entity:character_郭汜,entity:location_洛陽,進犯,other,其他關係,14,14,14,1,1.0,郭汜與李傕合兵犯洛陽。,entity_relation
rel:000854,entity:faction_曹操軍,entity:faction_李傕郭汜軍,擊敗,military,軍事衝突,14,14,14,1,1.0,曹軍迎擊李傕郭汜軍，斬首萬餘。,entity_relation
rel:000855,entity:character_賈詡,entity:character_李傕,進諫,strategy,謀略建議,14,14,14,1,1.0,賈詡勸李傕不宜與曹操速戰，應求降免罪。,entity_relation
rel:000856,entity:character_李傕,entity:character_賈詡,敵意,other,其他關係,14,14,14,1,1.0,李傕怒斥賈詡並欲拔劍斬之。,entity_relation
rel:000857,entity:character_賈詡,entity:faction_李傕郭汜軍,離開,other,其他關係,14,14,14,1,1.0,賈詡夜裡單馬離開李傕軍。,entity_relation
rel:000858,entity:character_許褚,entity:character_李暹,斬殺,military,軍事衝突,14,14,14,1,1.0,許褚陣前斬李暹。,entity_relation
rel:000859,entity:character_許褚,entity:character_李別,斬殺,military,軍事衝突,14,14,14,1,1.0,許褚又斬李別。,entity_relation
rel:000860,entity:character_曹操,entity:faction_李傕郭汜軍,追擊擊敗,military,軍事衝突,14,14,14,1,1.0,曹操率中軍衝陣並連夜追殺李傕郭汜軍。,entity_relation
rel:000861,entity:character_王立,entity:character_獻帝,密奏,other,其他關係,14,14,14,1,0.95,王立向獻帝奏稱代漢而有天下者當在魏。,entity_relation
rel:000862,entity:character_曹操,entity:character_王立,告誡,other,其他關係,14,14,14,1,1.0,曹操使人告誡王立勿多言天道。,entity_relation
rel:000863,entity:character_荀彧,entity:character_曹操,支持遷許,other,其他關係,14,14,14,1,0.95,荀彧以五行之說支持曹操遷許都。,entity_relation
rel:000864,entity:character_獻帝,entity:location_許都,遷幸,other,其他關係,14,14,14,1,1.0,獻帝隨曹操護送遷至許都。,entity_relation
rel:000865,entity:character_許褚,entity:character_徐晃,交鋒,other,其他關係,14,14,14,1,1.0,許褚與徐晃戰五十餘合不分勝敗。,entity_relation
rel:000866,entity:character_曹操,entity:character_徐晃,招攬,other,其他關係,14,14,14,1,1.0,曹操稱徐晃為良將，不忍以力並之，欲以計招降。,entity_relation
rel:000867,entity:character_滿寵,entity:character_徐晃,說降,other,其他關係,14,14,14,1,1.0,滿寵夜入徐晃營中，以擇主立業勸其投曹。,entity_relation
rel:000868,entity:character_徐晃,entity:character_曹操,歸附,other,其他關係,14,14,14,1,1.0,徐晃率帳下數十騎投曹操。,entity_relation
rel:000869,entity:character_徐晃,entity:character_楊奉,原隸屬,command,陣營統率,14,14,14,1,0.95,徐晃原隨楊奉，稱從之已久。,entity_relation
rel:000870,entity:character_楊奉,entity:character_徐晃,追擊,military,軍事衝突,14,14,14,1,1.0,楊奉得知徐晃投曹後自引千騎追趕。,entity_relation
rel:000871,entity:character_韓暹,entity:character_楊奉,救援,military,軍事衝突,14,14,14,1,1.0,韓暹引兵來救被曹兵圍住的楊奉。,entity_relation
rel:000872,entity:character_楊奉,entity:character_袁術,投奔,other,其他關係,14,14,14,1,1.0,楊奉敗後投奔袁術。,entity_relation
rel:000873,entity:character_韓暹,entity:character_袁術,投奔,other,其他關係,14,14,14,1,1.0,韓暹敗後與楊奉投奔袁術。,entity_relation
rel:000874,entity:character_曹操,entity:faction_漢朝廷,控制朝政,other,其他關係,14,14,14,1,1.0,許都定後，朝廷大務先稟曹操再奏天子。,entity_relation
rel:000875,entity:character_劉備,entity:location_徐州,屯兵領事,command,陣營統率,14,14,14,1,1.0,劉備屯兵徐州，自領州事。,entity_relation
rel:000876,entity:character_呂布,entity:location_小沛,駐居,other,其他關係,14,14,14,1,1.0,呂布兵敗投劉備後，被安置於小沛。,entity_relation
rel:000877,entity:character_劉備,entity:character_呂布,收留,other,其他關係,14,14,14,1,1.0,呂布兵敗來投，劉備使其居小沛。,entity_relation
rel:000878,entity:character_曹操,entity:character_劉備,忌憚,other,其他關係,14;56,14,56,2,0.975,曹操視劉備與呂布同心為心腹之患。；曹操稱劉備為人中之龍，聞其得荊州而驚。,entity_relation
rel:000879,entity:character_荀彧,entity:strategy_二虎競食之計,提出,strategy,謀略建議,14,14,14,1,0.95,荀彧提出二虎競食之計。,entity_relation
rel:000880,entity:character_張飛,entity:character_呂布,欲殺,military,軍事衝突,14,14,14,1,1.0,張飛拔劍上廳，要殺呂布。,entity_relation
rel:000881,entity:character_劉備,entity:character_張飛,阻止,other,其他關係,14,14,14,1,1.0,劉備阻止張飛殺呂布。,entity_relation
rel:000882,entity:character_劉備,entity:character_呂布,示信解釋,other,其他關係,14,14,14,1,1.0,劉備將曹操密書給呂布看，說明曹操離間之意。,entity_relation
rel:000883,entity:character_劉備,entity:strategy_二虎競食之計,識破,military,軍事衝突,14,14,14,1,1.0,劉備指出曹操欲使他與呂布自相吞併。,entity_relation
rel:000884,entity:character_呂布,entity:character_劉備,拜謝,other,其他關係,14,14,14,1,1.0,呂布得知劉備不殺他後再三拜謝。,entity_relation
rel:000885,entity:character_曹操,entity:character_劉備,詔令出征,other,其他關係,14,14,14,1,0.95,曹操借詔書令劉備起兵討袁術。,entity_relation
rel:000886,entity:character_糜竺,entity:character_劉備,提醒,other,其他關係,14,14,14,1,1.0,糜竺指出討袁術又是曹操之計。,entity_relation
rel:000887,entity:character_劉備,entity:character_袁術,奉詔討伐,other,其他關係,14,14,14,1,1.0,劉備雖知有計，仍以王命不可違，起兵討袁術。,entity_relation
rel:000888,entity:character_孫乾,entity:character_劉備,建議,strategy,謀略建議,14;19;54,14,54,3,0.9867,孫乾建議劉備出征前先定守城之人。；孫乾建議劉備投奔曹操以圖後計。,entity_relation
rel:000889,entity:character_劉備,entity:character_張飛,命守徐州,other,其他關係,14,14,14,1,0.95,劉備出征前令張飛留守徐州，並告誡少飲酒。,entity_relation
rel:000890,entity:character_劉備,entity:character_陳登,命輔守城,other,其他關係,14,14,14,1,1.0,劉備請陳登輔助張飛守城。,entity_relation
rel:000891,entity:character_袁術,entity:character_紀靈,派將迎戰,military,軍事衝突,14,14,14,1,0.9,袁術方面由紀靈領兵與劉備會戰。,entity_relation
rel:000892,entity:character_關羽,entity:character_紀靈,交戰,military,軍事衝突,14,14,14,1,1.0,關羽與紀靈大戰三十合不分勝負。,entity_relation
rel:000893,entity:character_紀靈,entity:character_荀正,派出,other,其他關係,14,14,14,1,1.0,紀靈遣副將荀正出馬。,entity_relation
rel:000894,entity:character_關羽,entity:character_荀正,斬殺,military,軍事衝突,14,14,14,1,1.0,關羽一合斬荀正於馬下。,entity_relation
rel:000895,entity:faction_劉備軍,entity:faction_袁術軍,擊敗,military,軍事衝突,14,14,14,1,1.0,劉備軍擊敗紀靈所率袁術軍。,entity_relation
rel:000896,entity:character_張飛,entity:character_曹豹,鞭打,other,其他關係,14,14,14,1,1.0,張飛醉後以違令為名鞭打曹豹五十。,entity_relation
rel:000897,entity:character_陳登,entity:character_張飛,勸止,other,其他關係,14,14,14,1,1.0,陳登提醒張飛劉備臨行分付，試圖阻止其失酒。,entity_relation
rel:000898,entity:character_曹豹,entity:character_呂布,通書內應,other,其他關係,14,14,14,1,1.0,曹豹因恨張飛，連夜寫信請呂布乘醉襲徐州。,entity_relation
rel:000899,entity:character_呂布,entity:character_陳宮,諮議,other,其他關係,14,14,14,1,1.0,呂布得曹豹書後請陳宮商議。,entity_relation
rel:000900,entity:character_陳宮,entity:character_呂布,勸取徐州,other,其他關係,14,14,14,1,1.0,陳宮勸呂布把握徐州空隙，失此不取則悔。,entity_relation
rel:000901,entity:character_陳宮,entity:faction_呂布軍,領大軍繼進,other,其他關係,14,14,14,1,1.0,陳宮引呂布大軍隨後進發。,entity_relation
rel:000902,entity:character_高順,entity:faction_呂布軍,隨軍,other,其他關係,14,14,14,1,1.0,高順隨呂布軍進發襲徐州。,entity_relation
rel:000903,entity:character_曹豹,entity:location_徐州,開門內應,other,其他關係,14,14,14,1,1.0,曹豹令軍士開門，使呂布軍入城。,entity_relation
rel:000904,entity:character_呂布,entity:location_徐州,奪取,military,軍事衝突,14,14,14,1,1.0,呂布軍夜入徐州，殺進城中。,entity_relation
rel:000905,entity:character_張飛,entity:character_曹豹,刺殺,military,軍事衝突,14,14,14,1,1.0,曹豹追張飛，張飛回馬將其刺死於河中。,entity_relation
rel:000906,entity:character_呂布,entity:character_劉備,保護宅眷,other,其他關係,14,14,14,1,1.0,呂布入城後命人守劉備宅門，不許擅入。,entity_relation
rel:000907,entity:character_張飛,entity:character_劉備,報告失城,other,其他關係,14,14,14,1,1.0,張飛到盱眙向劉備報告曹豹與呂布裡應外合夜襲徐州。,entity_relation
rel:000908,entity:character_關羽,entity:character_張飛,責備,other,其他關係,14,14,14,1,1.0,關羽責備張飛失城並陷劉備家眷。,entity_relation
rel:000909,entity:character_袁術,entity:character_呂布,利誘,other,其他關係,15,15,15,1,0.97,袁術許糧馬金帛，要求呂布夾攻劉備。,entity_relation
rel:000910,entity:character_呂布,entity:character_高順,派遣,command,陣營統率,15,15,15,1,0.98,呂布命高順領兵襲劉備之後。,entity_relation
rel:000911,entity:character_高順,entity:character_劉備,攻打,military,軍事衝突,15,15,15,1,0.95,高順率呂布軍追襲劉備後方。,entity_relation
rel:000912,entity:character_呂布,entity:character_劉備,邀屯,other,其他關係,15,15,15,1,0.94,呂布請劉備還屯小沛並送還家眷。,entity_relation
rel:000913,entity:character_孫策,entity:character_袁術,投靠,other,其他關係,15,15,15,1,0.96,孫策早年投於袁術帳下。,entity_relation
rel:000914,entity:character_袁術,entity:character_孫策,任命,office,官職任命,15,15,15,1,0.98,袁術任孫策為懷義校尉。,entity_relation
rel:000915,entity:character_呂範,entity:character_孫策,資助,other,其他關係,15,15,15,1,0.97,呂範以精壯百人助孫策。,entity_relation
rel:000916,entity:character_周瑜,entity:character_孫策,昆仲,other,其他關係,15,15,15,1,0.98,周瑜與孫策同年交厚，結為昆仲。,entity_relation
rel:000917,entity:character_周瑜,entity:character_孫策,歸附,other,其他關係,15,15,15,1,0.97,周瑜願助孫策共圖大事。,entity_relation
rel:000918,entity:character_周瑜,entity:character_張昭,推薦,other,其他關係,15,15,15,1,0.96,周瑜向孫策提及江東二張之一張昭。,entity_relation
rel:000919,entity:character_周瑜,entity:character_張纮,推薦,other,其他關係,15,15,15,1,0.96,周瑜向孫策提及江東二張之一張纮。,entity_relation
rel:000920,entity:character_孫策,entity:character_張昭,聘任,other,其他關係,15,15,15,1,0.98,孫策聘張昭並任長史、撫軍中郎將。,entity_relation
rel:000921,entity:character_孫策,entity:character_張纮,聘任,other,其他關係,15,15,15,1,0.98,孫策聘張纮為參謀正議校尉。,entity_relation
rel:000922,entity:character_劉繇,entity:location_曲阿,屯駐,place,地點事件,15,15,15,1,0.94,劉繇被袁術趕過江後屯曲阿。,entity_relation
rel:000923,entity:character_張英,entity:character_劉繇,部將,command,陣營統率,15,15,15,1,0.99,張英是劉繇部將。,entity_relation
rel:000924,entity:character_太史慈,entity:character_劉繇,從屬,other,其他關係,15,15,15,1,0.96,太史慈來見劉繇並留於帳下。,entity_relation
rel:000925,entity:character_劉繇,entity:character_太史慈,拒任,other,其他關係,15,15,15,1,0.98,劉繇不許太史慈為前部先鋒。,entity_relation
rel:000926,entity:character_蔣欽,entity:character_孫策,投效,other,其他關係,15,15,15,1,0.97,蔣欽率眾投孫策，被用為軍前校尉。,entity_relation
rel:000927,entity:character_周泰,entity:character_孫策,投效,other,其他關係,15,15,15,1,0.97,周泰率眾投孫策，被用為軍前校尉。,entity_relation
rel:000928,entity:character_蔣欽,entity:strategy_牛渚放火,執行,other,其他關係,15,15,15,1,0.96,蔣欽在張英寨後放火。,entity_relation
rel:000929,entity:character_周泰,entity:strategy_牛渚放火,執行,other,其他關係,15,15,15,1,0.96,周泰在張英寨後放火。,entity_relation
rel:000930,entity:character_太史慈,entity:character_孫策,交戰,military,軍事衝突,15,15,15,1,0.99,太史慈在神亭追擊並與孫策酣鬥。,entity_relation
rel:000931,entity:character_周瑜,entity:location_曲阿,襲取,other,其他關係,15,15,15,1,0.98,周瑜領軍襲取曲阿。,entity_relation
rel:000932,entity:character_陳武,entity:character_周瑜,接應,other,其他關係,15,15,15,1,0.98,陳武接應周瑜入曲阿。,entity_relation
rel:000933,entity:character_張昭,entity:character_孫策,獻策,strategy,謀略建議,15,15,15,1,0.96,張昭建議趁劉繇無戰心夜劫營。,entity_relation
rel:000934,entity:character_陳武,entity:character_孫策,歸附,other,其他關係,15,15,15,1,0.98,孫策得陳武為輔，任為校尉先鋒。,entity_relation
rel:000935,entity:character_劉繇,entity:character_劉表,投奔,other,其他關係,15,15,15,1,0.96,劉繇敗後與笮融走豫章投劉表。,entity_relation
rel:000936,entity:character_陳武,entity:character_張英,擊殺,military,軍事衝突,15,15,15,1,0.99,陳武在秣陵伏擊中刺死張英。,entity_relation
rel:000937,entity:character_孫策,entity:character_太史慈,擒獲,military,軍事衝突,15,15,15,1,0.98,孫策按計活捉太史慈。,entity_relation
rel:000938,entity:character_孫策,entity:character_太史慈,禮待,other,其他關係,15,15,15,1,0.99,孫策親自釋縛，披錦袍並請入帳上坐。,entity_relation
rel:000939,entity:character_太史慈,entity:character_孫策,歸附,other,其他關係,15,15,15,1,0.98,太史慈如約收拾餘眾回孫策營。,entity_relation
rel:000940,entity:character_孫策,entity:character_孫權,派守,other,其他關係,15,15,15,1,0.98,孫策令弟孫權守宣城。,entity_relation
rel:000941,entity:character_孫策,entity:character_周泰,派守,other,其他關係,15,15,15,1,0.98,孫策令周泰與孫權共守宣城。,entity_relation
rel:000942,entity:character_嚴白虎,entity:location_吳郡,據守,place,地點事件,15,15,15,1,0.98,嚴白虎據吳郡抗孫策。,entity_relation
rel:000943,entity:character_嚴白虎,entity:character_嚴輿,派遣,command,陣營統率,15,15,15,1,0.98,嚴白虎令弟嚴輿出兵會於楓橋。,entity_relation
rel:000944,entity:character_韓當,entity:character_嚴輿,攻打,military,軍事衝突,15,15,15,1,0.95,韓當奉孫策命攻嚴輿。,entity_relation
rel:000945,entity:character_蔣欽,entity:character_嚴輿,側擊,military,軍事衝突,15,15,15,1,0.95,蔣欽駕小舟從河岸殺過橋裏。,entity_relation
rel:000946,entity:character_陳武,entity:character_嚴輿,側擊,military,軍事衝突,15,15,15,1,0.95,陳武與蔣欽水路側擊嚴輿軍。,entity_relation
rel:000947,entity:character_孫策,entity:character_嚴輿,斬殺,military,軍事衝突,15,15,15,1,0.99,嚴輿求平分江東，孫策怒斬之。,entity_relation
rel:000948,entity:character_凌操,entity:character_嚴白虎,擊敗,military,軍事衝突,15,15,15,1,0.97,凌操率鄉人殺敗劫掠中的嚴白虎。,entity_relation
rel:000949,entity:character_凌操,entity:character_孫策,投效,other,其他關係,15,15,15,1,0.96,凌操父子來接孫策，被授從徵校尉。,entity_relation
rel:000950,entity:character_程普,entity:character_嚴白虎,擊敗,military,軍事衝突,15,15,15,1,0.98,程普在西津渡口再敗嚴白虎。,entity_relation
rel:000951,entity:character_王朗,entity:character_嚴白虎,救援,military,軍事衝突,15,15,15,1,0.97,王朗欲引兵救嚴白虎，後與其合兵。,entity_relation
rel:000952,entity:character_虞翻,entity:character_王朗,諫言,strategy,謀略建議,15,15,15,1,0.98,虞翻勸王朗擒白虎獻孫策。,entity_relation
rel:000953,entity:character_太史慈,entity:character_王朗,交戰,military,軍事衝突,15,15,15,1,0.96,太史慈出戰王朗。,entity_relation
rel:000954,entity:character_黃蓋,entity:character_週聽,交戰,military,軍事衝突,15,15,15,1,0.98,黃蓋接住週聽交鋒。,entity_relation
rel:000955,entity:character_周瑜,entity:army_王朗軍,夾攻,military,軍事衝突,15,15,15,1,0.96,周瑜引軍從王朗陣後抄來。,entity_relation
rel:000956,entity:character_程普,entity:army_王朗軍,夾攻,military,軍事衝突,15,15,15,1,0.96,程普與周瑜一同夾攻王朗軍。,entity_relation
rel:000957,entity:character_嚴白虎,entity:strategy_深溝高壘堅壁勿出,獻策,strategy,謀略建議,15,15,15,1,0.98,嚴白虎勸王朗堅守待孫策糧盡。,entity_relation
rel:000958,entity:character_王朗,entity:strategy_深溝高壘堅壁勿出,採納,strategy,謀略建議,15,15,15,1,0.98,王朗依嚴白虎之議固守會稽。,entity_relation
rel:000959,entity:character_孫策,entity:character_週聽,擊殺,military,軍事衝突,15,15,15,1,0.99,查瀆伏擊中孫策一槍刺死週聽。,entity_relation
rel:000960,entity:character_董襲,entity:character_嚴白虎,獻首,other,其他關係,15,15,15,1,0.99,董襲持嚴白虎首級投獻孫策。,entity_relation
rel:000961,entity:character_孫策,entity:character_董襲,任命,office,官職任命,15,15,15,1,0.99,孫策任董襲為別部司馬。,entity_relation
rel:000962,entity:character_孫策,entity:character_朱治,任命,office,官職任命,15,15,15,1,0.98,孫策令朱治為吳郡太守。,entity_relation
rel:000963,entity:character_周泰,entity:character_孫權,救援,military,軍事衝突,15,15,15,1,0.99,周泰在山賊襲宣城時救出孫權。,entity_relation
rel:000964,entity:character_華佗,entity:character_周泰,醫治,other,其他關係,15,15,15,1,0.99,華佗用藥治癒周泰十二槍傷。,entity_relation
rel:000965,entity:character_虞翻,entity:character_華佗,推薦,other,其他關係,15,15,15,1,0.98,虞翻向孫策引薦華佗。,entity_relation
rel:000966,entity:character_孫策,entity:character_虞翻,任命,office,官職任命,15,15,15,1,0.98,孫策拜虞翻為攻曹。,entity_relation
rel:000967,entity:character_孫策,entity:faction_朝廷,申奏,other,其他關係,15,15,15,1,0.97,孫策平江南後寫表申奏朝廷。,entity_relation
rel:000968,entity:character_孫策,entity:character_曹操,結交,other,其他關係,15,15,15,1,0.97,孫策一面結交曹操。,entity_relation
rel:000969,entity:character_孫策,entity:character_袁術,索還,other,其他關係,15,15,15,1,0.98,孫策致書袁術取玉璽。,entity_relation
rel:000970,entity:character_袁術,entity:character_張勳,召議,other,其他關係,15,15,15,1,0.92,袁術召張勳等商議圖孫策。,entity_relation
rel:000971,entity:character_袁術,entity:character_紀靈,召議,other,其他關係,15,15,15,1,0.92,紀靈參與袁術末尾議事。,entity_relation
rel:000972,entity:character_袁術,entity:character_橋蕤,召議,other,其他關係,15,15,15,1,0.92,橋蕤參與袁術末尾議事。,entity_relation
rel:000973,entity:character_袁術,entity:character_雷薄,召議,other,其他關係,15,15,15,1,0.92,雷薄參與袁術末尾議事。,entity_relation
rel:000974,entity:character_劉備,entity:location_小沛,屯軍於,other,其他關係,16,16,16,1,1.0,劉備在小沛屯軍。,entity_relation
rel:000975,entity:character_呂布,entity:location_徐州,據有,other,其他關係,16,16,16,1,0.96,呂布據守徐州。,entity_relation
rel:000976,entity:character_袁術,entity:strategy_送糧結呂布按兵不動,採用計策,strategy,謀略建議,16,16,16,1,0.98,袁術欲以糧食結呂布，使其不救劉備。,entity_relation
rel:000977,entity:strategy_送糧結呂布按兵不動,entity:character_呂布,籠絡,other,其他關係,16,16,16,1,0.95,此計的直接對象是呂布。,entity_relation
rel:000978,entity:character_袁術,entity:character_紀靈,派遣,command,陣營統率,16,16,16,1,1.0,袁術遣紀靈為大將攻小沛。,entity_relation
rel:000979,entity:character_紀靈,entity:army_袁術軍,統領,command,陣營統率,16,16,16,1,0.98,紀靈統袁術軍進攻小沛。,entity_relation
rel:000980,entity:character_雷薄,entity:character_紀靈,副將,other,其他關係,16,16,16,1,0.98,雷薄為紀靈副將。,entity_relation
rel:000981,entity:character_陳蘭,entity:character_紀靈,副將,other,其他關係,16,16,16,1,0.98,陳蘭為紀靈副將。,entity_relation
rel:000982,entity:army_袁術軍,entity:location_小沛,攻打,military,軍事衝突,16,16,16,1,1.0,袁術軍進攻小沛。,entity_relation
rel:000983,entity:army_袁術軍,entity:character_劉備,攻打,military,軍事衝突,16,16,16,1,0.98,紀靈奉袁術命專捉劉備。,entity_relation
rel:000984,entity:character_劉備,entity:character_呂布,求救,other,其他關係,16,16,16,1,1.0,劉備修書向呂布告急。,entity_relation
rel:000985,entity:character_呂布,entity:character_劉備,救援,military,軍事衝突,16,16,16,1,0.98,呂布判斷袁術併劉備會威脅自身，決定救劉備。,entity_relation
rel:000986,entity:character_呂布,entity:character_紀靈,邀宴解和,other,其他關係,16,16,16,1,0.96,呂布請紀靈赴宴商議罷兵。,entity_relation
rel:000987,entity:character_呂布,entity:character_劉備,邀宴解和,other,其他關係,16,16,16,1,0.96,呂布請劉備赴宴商議罷兵。,entity_relation
rel:000988,entity:character_呂布,entity:event_轅門射戟,執行,other,其他關係,16,16,16,1,1.0,呂布以射戟決定袁劉是否罷兵。,entity_relation
rel:000989,entity:event_轅門射戟,entity:army_袁術軍,使罷兵,other,其他關係,16,16,16,1,0.97,轅門射戟使紀靈軍罷兵。,entity_relation
rel:000990,entity:event_轅門射戟,entity:army_小沛劉備軍,使罷兵,other,其他關係,16,16,16,1,0.96,轅門射戟使劉備軍暫免交戰。,entity_relation
rel:000991,entity:character_紀靈,entity:character_袁術,回報,other,其他關係,16,16,16,1,0.98,紀靈回淮南向袁術報告轅門射戟之事。,entity_relation
rel:000992,entity:character_紀靈,entity:strategy_疏不間斷親之計,獻策,strategy,謀略建議,16,16,16,1,0.95,紀靈建議袁術以求親呂布離間呂布與劉備。,entity_relation
rel:000993,entity:character_袁術,entity:character_韓胤,派遣為媒,command,陣營統率,16,16,16,1,1.0,袁術派韓胤作媒求親。,entity_relation
rel:000994,entity:character_袁術,entity:character_呂布之女,求婚,kinship,親族婚姻,16,16,16,1,1.0,袁術欲為其子求娶呂布之女。,entity_relation
rel:000995,entity:character_呂布,entity:character_嚴氏,夫妻,kinship,親族婚姻,16,16,16,1,1.0,嚴氏是呂布正妻。,entity_relation
rel:000996,entity:character_呂布,entity:character_貂蟬,妾侍,other,其他關係,16,16,16,1,1.0,貂蟬為呂布之妾。,entity_relation
rel:000997,entity:character_嚴氏,entity:character_呂布之女,母女,other,其他關係,16,16,16,1,1.0,嚴氏生呂布之女。,entity_relation
rel:000998,entity:character_呂布,entity:character_呂布之女,父女,other,其他關係,16,16,16,1,0.98,呂布鍾愛其女。,entity_relation
rel:000999,entity:character_陳宮,entity:character_呂布,建議,strategy,謀略建議,16,16,16,1,0.98,陳宮建議呂布既許婚便速送女到壽春。,entity_relation
